,Instance,Solution
872,"[0, 13, 0, 0, 1, 2, 19, 0, 0, 14, 3, 18, 9, 10, 0, 4, 0, 0, 7, 11]","[5, 7, 12, 14, 20]"
873,"[0, 20, 0, 0, 7, 0, 3, 13, 13, 0, 3, 18, 2, 0, 4, 14, 6, 0, 0, 0]","[5, 11, 12, 13, 15, 17]"
874,"[0, 6, 11, 15, 7, 17, 3, 13, 2, 0, 0, 0, 8, 16, 0, 18, 6, 0, 0, 2]","[7, 16, 17, 20]"
875,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 4, 16, 0, 6, 0, 7, 11]","[12, 14, 17, 19, 20]"
876,"[5, 0, 11, 18, 7, 0, 0, 0, 0, 14, 3, 0, 0, 0, 16, 4, 0, 0, 7, 9]","[10, 15, 19, 20]"
877,"[5, 19, 0, 16, 7, 17, 19, 0, 0, 14, 3, 18, 8, 0, 0, 0, 0, 16, 2, 13]","[2, 5, 6, 10, 11, 13, 18]"
878,"[16, 19, 0, 16, 1, 2, 0, 13, 13, 0, 9, 15, 0, 0, 4, 0, 6, 4, 0, 9]","[5, 8, 11, 12, 17, 18]"
879,"[5, 13, 7, 0, 7, 17, 19, 0, 11, 14, 0, 15, 0, 10, 0, 4, 0, 0, 7, 0]","[1, 6, 9, 12, 14, 19]"
880,"[0, 13, 0, 14, 1, 2, 3, 13, 20, 14, 20, 18, 2, 10, 0, 15, 0, 0, 0, 0]","[5, 6, 8, 11, 12, 14]"
881,"[0, 13, 11, 0, 1, 0, 19, 13, 2, 14, 9, 0, 0, 4, 4, 15, 6, 4, 2, 11]","[5, 8, 10, 11, 17, 18, 19]"
882,"[0, 9, 0, 18, 1, 0, 0, 13, 0, 14, 0, 15, 0, 0, 0, 0, 6, 0, 0, 9]","[5, 10, 12, 17, 20]"
883,"[0, 13, 0, 16, 0, 17, 5, 0, 0, 0, 0, 18, 20, 0, 12, 0, 0, 0, 2, 0]","[6, 7, 13, 15]"
884,"[16, 13, 0, 16, 1, 2, 0, 13, 20, 0, 3, 15, 9, 16, 12, 18, 6, 4, 2, 0]","[5, 8, 11, 12, 17, 18, 19]"
885,"[5, 9, 0, 14, 0, 17, 0, 13, 11, 0, 20, 18, 0, 4, 16, 0, 6, 12, 7, 0]","[1, 8, 11, 12, 14, 17, 19]"
886,"[5, 13, 0, 0, 7, 0, 5, 0, 20, 14, 0, 18, 2, 4, 0, 0, 0, 0, 2, 11]","[7, 12, 14, 20]"
887,"[16, 9, 0, 16, 7, 0, 0, 13, 20, 0, 9, 18, 20, 16, 0, 0, 6, 4, 0, 0]","[5, 8, 11, 12, 14, 17]"
888,"[0, 13, 0, 0, 7, 17, 0, 13, 0, 14, 3, 15, 20, 4, 4, 0, 6, 0, 2, 13]","[8, 11, 12, 14, 17, 19]"
889,"[0, 0, 7, 0, 1, 2, 5, 13, 20, 0, 9, 18, 20, 10, 0, 4, 0, 0, 0, 13]","[6, 7, 8, 11, 12, 14]"
890,"[5, 6, 11, 16, 0, 2, 5, 13, 13, 14, 9, 0, 2, 0, 12, 1, 0, 0, 2, 13]","[7, 8, 11, 15, 16, 19]"
891,"[0, 6, 0, 14, 1, 17, 5, 0, 2, 14, 0, 18, 2, 0, 4, 4, 6, 12, 7, 9]","[10, 12, 15, 17, 19, 20]"
892,"[5, 0, 11, 0, 7, 0, 0, 13, 20, 14, 20, 18, 0, 4, 12, 0, 0, 0, 2, 0]","[1, 8, 11, 12, 14, 19]"
893,"[0, 9, 7, 0, 7, 0, 0, 0, 0, 0, 20, 15, 0, 4, 0, 18, 6, 0, 7, 2]","[11, 12, 14, 17, 19]"
894,"[0, 0, 7, 16, 1, 2, 3, 0, 11, 0, 0, 18, 9, 16, 0, 15, 6, 0, 2, 0]","[5, 7, 12, 14, 17, 19]"
895,"[5, 0, 11, 18, 0, 17, 3, 13, 13, 14, 3, 18, 0, 0, 0, 14, 6, 16, 2, 11]","[1, 8, 10, 11, 12, 17, 19]"
896,"[0, 0, 7, 0, 7, 0, 0, 0, 2, 14, 9, 0, 20, 4, 16, 15, 6, 12, 2, 0]","[11, 16, 17, 18, 19]"
897,"[5, 9, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 15, 6, 12, 2, 0]","[1, 3, 16, 17, 18, 19]"
898,"[0, 0, 11, 16, 0, 17, 19, 13, 11, 14, 0, 18, 0, 10, 16, 15, 6, 0, 0, 9]","[3, 7, 8, 10, 12, 15, 17]"
899,"[5, 20, 0, 0, 0, 2, 3, 0, 2, 0, 0, 18, 2, 16, 0, 4, 0, 4, 7, 0]","[7, 12, 13, 14]"
900,"[0, 20, 11, 14, 7, 0, 5, 0, 0, 0, 3, 0, 9, 10, 16, 15, 6, 16, 2, 0]","[3, 7, 14, 16, 17, 19]"
901,"[5, 0, 0, 0, 0, 0, 3, 13, 11, 14, 0, 15, 0, 0, 4, 1, 0, 16, 0, 9]","[7, 10, 12, 18, 20]"
902,"[5, 0, 7, 0, 7, 0, 5, 0, 11, 0, 9, 15, 9, 16, 16, 18, 0, 16, 0, 9]","[7, 12, 18, 20]"
903,"[0, 0, 0, 0, 1, 17, 0, 13, 11, 14, 9, 0, 0, 4, 0, 18, 0, 0, 2, 0]","[5, 8, 11, 14, 19]"
904,"[0, 6, 7, 16, 0, 0, 3, 13, 0, 14, 20, 18, 9, 0, 4, 15, 6, 0, 2, 13]","[8, 10, 11, 12, 15, 17, 19]"
905,"[16, 20, 11, 14, 1, 0, 3, 0, 2, 14, 20, 18, 20, 4, 4, 0, 0, 0, 0, 9]","[5, 7, 10, 12, 15, 20]"
906,"[5, 0, 0, 15, 7, 2, 5, 13, 13, 14, 9, 15, 9, 16, 12, 15, 6, 16, 7, 2]","[8, 10, 11, 12, 17, 18, 19]"
907,"[16, 19, 11, 14, 0, 2, 0, 13, 2, 0, 0, 0, 0, 16, 16, 0, 6, 0, 0, 13]","[3, 8, 15, 17]"
908,"[0, 20, 11, 0, 1, 0, 0, 0, 20, 14, 0, 15, 8, 0, 12, 0, 0, 16, 0, 2]","[3, 5, 10, 12, 13, 18]"
909,"[16, 0, 11, 14, 7, 17, 0, 0, 11, 0, 0, 0, 9, 16, 16, 4, 0, 0, 0, 2]","[5, 6, 13, 16]"
910,"[5, 19, 0, 0, 1, 0, 0, 0, 11, 0, 20, 0, 0, 16, 16, 14, 6, 0, 0, 0]","[5, 11, 15, 17]"
911,"[16, 9, 11, 15, 0, 17, 5, 13, 11, 0, 3, 15, 20, 4, 16, 0, 0, 0, 2, 11]","[3, 7, 8, 12, 14, 19]"
912,"[5, 9, 11, 18, 0, 17, 3, 0, 11, 0, 0, 0, 9, 16, 12, 18, 6, 4, 7, 13]","[1, 15, 16, 17, 19, 20]"
913,"[5, 0, 7, 0, 7, 17, 0, 0, 2, 0, 9, 18, 0, 0, 16, 0, 6, 0, 2, 11]","[11, 12, 15, 17, 19]"
914,"[0, 6, 11, 15, 1, 2, 19, 13, 0, 14, 9, 0, 0, 10, 4, 14, 6, 16, 7, 11]","[5, 7, 8, 10, 11, 17, 18]"
915,"[16, 0, 0, 15, 1, 17, 0, 0, 11, 0, 20, 0, 9, 16, 0, 0, 0, 16, 0, 0]","[5, 6, 13, 18]"
916,"[16, 0, 0, 0, 0, 17, 0, 0, 13, 14, 9, 15, 0, 0, 16, 15, 6, 4, 7, 2]","[10, 11, 12, 17, 18, 19]"
917,"[5, 0, 7, 15, 0, 17, 19, 0, 20, 0, 20, 15, 2, 10, 0, 4, 6, 0, 2, 0]","[1, 11, 12, 14, 17, 19]"
918,"[16, 0, 7, 0, 7, 2, 3, 13, 0, 0, 3, 15, 9, 0, 16, 0, 6, 12, 2, 9]","[1, 8, 11, 12, 17, 19]"
919,"[0, 20, 0, 18, 0, 2, 5, 0, 20, 14, 3, 0, 2, 0, 4, 1, 0, 0, 2, 0]","[10, 11, 15, 19]"
920,"[0, 20, 0, 0, 1, 17, 3, 0, 11, 14, 0, 18, 0, 0, 4, 15, 6, 0, 2, 0]","[5, 7, 10, 12, 15, 17, 19]"
921,"[0, 0, 11, 0, 1, 0, 19, 0, 0, 14, 0, 15, 8, 10, 0, 1, 6, 0, 0, 13]","[3, 5, 7, 12, 13, 14, 17]"
922,"[5, 13, 7, 0, 0, 2, 19, 13, 2, 0, 0, 18, 0, 10, 16, 18, 6, 12, 7, 0]","[1, 8, 14, 17, 18, 19]"
923,"[5, 13, 0, 14, 1, 17, 0, 0, 11, 14, 0, 0, 9, 10, 0, 18, 0, 4, 0, 13]","[5, 6, 10, 18, 20]"
924,"[5, 13, 7, 14, 0, 0, 0, 13, 0, 14, 3, 0, 2, 4, 0, 0, 6, 0, 0, 13]","[1, 11, 14, 17, 20]"
925,"[16, 0, 11, 16, 1, 2, 0, 13, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 2, 13]","[4, 5, 8, 11, 19]"
926,"[5, 20, 7, 15, 1, 0, 19, 0, 13, 0, 9, 0, 20, 10, 0, 0, 0, 16, 7, 2]","[4, 5, 7, 14, 20]"
927,"[0, 9, 11, 0, 1, 2, 0, 13, 2, 0, 3, 0, 9, 0, 4, 4, 6, 16, 0, 9]","[5, 9, 11, 17, 18]"
928,"[0, 0, 11, 0, 7, 0, 5, 0, 11, 14, 9, 0, 20, 0, 0, 15, 0, 0, 0, 0]","[3, 7, 13, 16]"
929,"[0, 0, 7, 0, 1, 0, 0, 13, 11, 0, 0, 15, 20, 10, 4, 1, 6, 0, 0, 11]","[5, 12, 14, 17, 20]"
930,"[0, 0, 0, 16, 7, 0, 5, 13, 11, 14, 20, 18, 20, 10, 16, 0, 0, 16, 0, 11]","[7, 8, 10, 11, 12, 15]"
931,"[0, 19, 7, 0, 0, 17, 0, 13, 0, 14, 3, 0, 20, 16, 0, 15, 6, 16, 2, 13]","[8, 10, 11, 17, 18, 19]"
932,"[0, 0, 7, 14, 7, 0, 0, 0, 13, 14, 0, 0, 0, 10, 12, 0, 6, 0, 7, 0]","[9, 14, 15, 17, 19]"
933,"[16, 6, 0, 0, 7, 17, 0, 0, 20, 14, 0, 0, 0, 16, 16, 0, 6, 12, 7, 9]","[10, 17, 18, 19, 20]"
934,"[0, 0, 11, 0, 1, 0, 5, 0, 20, 0, 20, 15, 0, 0, 16, 0, 6, 0, 2, 13]","[7, 11, 15, 17, 19]"
935,"[16, 0, 7, 14, 0, 0, 3, 0, 13, 14, 0, 0, 0, 0, 0, 4, 6, 4, 0, 0]","[7, 9, 10, 17, 18]"
936,"[5, 0, 7, 15, 7, 0, 5, 13, 2, 14, 9, 18, 0, 4, 0, 18, 0, 12, 2, 0]","[7, 8, 11, 12, 14, 19]"
937,"[0, 0, 11, 0, 0, 0, 0, 13, 11, 0, 9, 18, 9, 10, 4, 15, 0, 0, 7, 11]","[8, 11, 14, 16, 19]"
938,"[16, 20, 11, 0, 7, 0, 3, 0, 0, 14, 3, 0, 2, 0, 4, 14, 0, 0, 7, 0]","[5, 10, 11, 13, 15]"
939,"[16, 20, 7, 0, 7, 0, 5, 13, 0, 14, 0, 0, 0, 0, 0, 0, 6, 12, 7, 2]","[8, 10, 17, 18, 19]"
940,"[16, 0, 0, 0, 0, 0, 5, 13, 2, 14, 9, 0, 8, 4, 4, 0, 6, 4, 7, 2]","[8, 10, 11, 17, 18, 19]"
941,"[16, 0, 11, 14, 0, 17, 19, 0, 0, 14, 0, 0, 9, 16, 4, 14, 0, 16, 0, 2]","[3, 6, 7, 10, 13, 18]"
942,"[0, 0, 11, 0, 1, 2, 0, 13, 2, 14, 3, 0, 2, 10, 16, 1, 6, 16, 2, 9]","[5, 8, 10, 11, 17, 18, 19]"
943,"[5, 9, 11, 18, 1, 17, 0, 13, 2, 0, 0, 0, 0, 0, 4, 14, 6, 0, 2, 11]","[3, 5, 8, 15, 17, 19]"
944,"[5, 20, 7, 0, 0, 0, 19, 13, 0, 14, 9, 0, 2, 0, 12, 15, 0, 4, 7, 11]","[1, 8, 10, 11, 18, 19]"
945,"[16, 9, 11, 15, 1, 0, 0, 13, 2, 0, 9, 18, 0, 0, 4, 0, 6, 0, 2, 2]","[5, 8, 11, 12, 15, 17, 19]"
946,"[0, 0, 11, 18, 0, 17, 5, 13, 20, 0, 0, 15, 0, 0, 0, 1, 0, 0, 2, 11]","[3, 7, 8, 16, 19]"
947,"[0, 19, 7, 15, 0, 17, 5, 13, 13, 0, 3, 15, 0, 10, 0, 0, 0, 4, 2, 11]","[8, 11, 12, 18, 19]"
948,"[0, 0, 11, 16, 1, 0, 3, 13, 13, 0, 20, 18, 0, 0, 0, 0, 6, 0, 2, 0]","[5, 8, 11, 12, 17, 19]"
949,"[5, 20, 0, 0, 1, 0, 19, 13, 11, 14, 3, 0, 0, 4, 0, 4, 0, 4, 7, 2]","[1, 8, 10, 11, 18, 19]"
950,"[5, 9, 0, 0, 1, 0, 5, 13, 2, 0, 0, 15, 0, 0, 0, 0, 6, 4, 0, 2]","[7, 12, 17, 18, 20]"
951,"[16, 0, 0, 15, 1, 17, 0, 13, 2, 14, 9, 0, 8, 10, 4, 0, 6, 12, 2, 0]","[4, 5, 8, 11, 14, 17, 18, 19]"
952,"[5, 0, 7, 18, 1, 17, 19, 0, 11, 14, 3, 0, 2, 10, 12, 0, 0, 16, 2, 0]","[4, 5, 6, 7, 9, 14, 15]"
953,"[16, 19, 0, 0, 0, 17, 3, 13, 2, 14, 3, 18, 2, 0, 0, 0, 6, 16, 2, 0]","[1, 8, 10, 11, 12, 17, 19]"
954,"[16, 9, 7, 14, 1, 0, 0, 13, 11, 14, 20, 0, 0, 0, 16, 15, 0, 12, 7, 0]","[8, 11, 16, 18, 19]"
955,"[0, 20, 7, 14, 1, 0, 19, 13, 0, 0, 20, 18, 0, 10, 0, 15, 6, 4, 0, 13]","[5, 7, 8, 11, 12, 14, 17]"
956,"[5, 0, 11, 0, 1, 0, 0, 13, 0, 0, 0, 18, 0, 0, 4, 0, 6, 16, 2, 9]","[3, 5, 8, 12, 15, 17, 19]"
957,"[16, 13, 11, 0, 0, 17, 5, 0, 20, 14, 9, 18, 0, 0, 0, 0, 0, 0, 7, 0]","[2, 3, 6, 7, 10, 12]"
958,"[0, 6, 11, 14, 7, 2, 19, 0, 13, 0, 3, 0, 0, 16, 0, 4, 0, 0, 7, 0]","[9, 11, 16, 19]"
959,"[5, 13, 11, 0, 0, 0, 0, 0, 0, 14, 20, 15, 9, 0, 12, 0, 6, 16, 0, 2]","[3, 10, 12, 13, 17, 18]"
960,"[16, 19, 7, 14, 7, 2, 0, 0, 13, 14, 0, 0, 8, 0, 4, 14, 0, 0, 7, 9]","[2, 5, 10, 13, 15]"
961,"[0, 0, 11, 16, 1, 2, 19, 0, 0, 0, 0, 15, 0, 0, 16, 0, 6, 16, 0, 13]","[5, 7, 12, 17, 18, 20]"
962,"[0, 6, 11, 14, 0, 0, 3, 13, 2, 14, 9, 0, 0, 4, 0, 0, 6, 0, 0, 13]","[8, 11, 14, 17]"
963,"[16, 9, 0, 14, 0, 2, 0, 0, 20, 14, 0, 18, 2, 0, 0, 0, 0, 4, 2, 9]","[1, 10, 12, 20]"
964,"[16, 0, 7, 0, 0, 0, 0, 13, 13, 14, 9, 0, 0, 0, 16, 0, 6, 4, 2, 2]","[8, 10, 11, 17, 18, 19]"
965,"[0, 6, 11, 0, 7, 0, 19, 13, 20, 14, 9, 0, 0, 10, 4, 0, 0, 4, 7, 11]","[8, 10, 11, 18, 19]"
966,"[16, 19, 7, 0, 7, 2, 3, 0, 0, 0, 0, 18, 9, 0, 12, 1, 0, 12, 0, 0]","[7, 13, 16, 18]"
967,"[0, 13, 0, 18, 0, 0, 3, 13, 0, 0, 20, 0, 2, 4, 16, 0, 6, 4, 2, 9]","[8, 11, 17, 18, 19]"
968,"[5, 0, 11, 0, 1, 17, 19, 0, 11, 0, 0, 0, 20, 16, 16, 0, 6, 0, 2, 13]","[3, 5, 7, 13, 15, 17]"
969,"[0, 13, 0, 18, 0, 0, 5, 0, 0, 14, 0, 15, 9, 0, 4, 14, 0, 0, 2, 0]","[7, 10, 15, 19]"
970,"[16, 9, 7, 16, 1, 17, 0, 13, 13, 14, 0, 15, 0, 16, 16, 0, 6, 4, 0, 0]","[5, 9, 10, 12, 17, 18]"
971,"[0, 20, 11, 16, 7, 17, 0, 13, 2, 14, 0, 18, 9, 0, 4, 1, 0, 0, 0, 0]","[5, 6, 10, 12, 13, 15]"
972,"[16, 6, 11, 15, 0, 2, 5, 13, 0, 14, 0, 0, 8, 10, 4, 18, 6, 0, 0, 0]","[3, 7, 13, 14, 16, 17]"
973,"[0, 19, 7, 0, 0, 0, 3, 13, 13, 14, 0, 0, 8, 16, 0, 0, 0, 0, 0, 2]","[2, 3, 13, 14]"
974,"[16, 0, 11, 0, 7, 0, 19, 13, 20, 0, 3, 18, 0, 16, 0, 15, 0, 0, 7, 0]","[8, 11, 12, 14, 19]"
975,"[16, 20, 0, 16, 0, 0, 19, 13, 0, 14, 20, 0, 9, 16, 4, 14, 0, 12, 2, 0]","[8, 11, 16, 18, 19]"
976,"[0, 13, 11, 14, 1, 17, 3, 13, 0, 0, 9, 0, 2, 16, 0, 4, 6, 16, 7, 2]","[8, 11, 17, 18, 19]"
977,"[16, 19, 0, 15, 0, 17, 5, 0, 0, 14, 20, 18, 0, 16, 16, 0, 0, 0, 0, 0]","[6, 7, 10, 11, 12, 15]"
978,"[0, 19, 11, 0, 7, 2, 0, 13, 0, 14, 0, 0, 8, 0, 4, 0, 0, 12, 2, 2]","[5, 6, 8, 10, 18]"
979,"[16, 20, 0, 15, 7, 17, 5, 13, 11, 14, 20, 15, 2, 0, 0, 0, 0, 0, 2, 0]","[1, 5, 6, 8, 10, 11, 12]"
980,"[5, 19, 7, 18, 1, 17, 5, 0, 0, 14, 0, 18, 0, 10, 12, 4, 0, 4, 2, 0]","[1, 2, 3, 4, 6, 14, 15]"
981,"[0, 0, 11, 0, 7, 2, 0, 0, 0, 0, 20, 0, 0, 4, 0, 18, 6, 16, 0, 0]","[5, 11, 17, 18]"
982,"[16, 13, 7, 14, 7, 0, 0, 13, 20, 14, 3, 18, 0, 10, 16, 14, 6, 4, 0, 11]","[5, 8, 10, 11, 12, 15, 17]"
983,"[0, 0, 0, 16, 7, 2, 3, 13, 20, 0, 0, 0, 0, 0, 12, 0, 6, 0, 7, 0]","[9, 15, 17, 19]"
984,"[5, 0, 7, 0, 0, 0, 0, 13, 0, 0, 0, 15, 0, 16, 16, 4, 0, 12, 0, 11]","[3, 8, 12, 14]"
985,"[0, 19, 7, 14, 0, 2, 0, 13, 11, 0, 20, 15, 20, 0, 0, 15, 6, 0, 2, 9]","[8, 11, 16, 17, 19]"
986,"[16, 19, 7, 0, 0, 17, 0, 0, 2, 14, 20, 18, 0, 0, 0, 0, 6, 0, 2, 0]","[1, 10, 11, 12, 17, 19]"
987,"[0, 20, 11, 15, 7, 0, 0, 0, 0, 14, 9, 0, 0, 16, 0, 14, 6, 4, 7, 2]","[10, 11, 17, 18, 19]"
988,"[0, 13, 7, 14, 7, 2, 0, 13, 11, 0, 3, 0, 2, 0, 16, 0, 6, 12, 2, 11]","[4, 8, 11, 17, 18, 19]"
989,"[16, 0, 7, 18, 1, 0, 3, 0, 20, 14, 3, 15, 2, 0, 16, 4, 6, 0, 2, 2]","[5, 10, 11, 15, 17, 20]"
990,"[0, 20, 11, 15, 0, 2, 5, 13, 13, 14, 0, 15, 0, 0, 16, 18, 6, 0, 2, 0]","[3, 7, 8, 10, 15, 17, 19]"
991,"[16, 19, 0, 15, 7, 0, 0, 13, 0, 0, 20, 15, 0, 0, 12, 0, 0, 16, 2, 9]","[8, 11, 12, 18, 19]"
992,"[5, 20, 7, 0, 1, 2, 0, 13, 13, 14, 20, 15, 0, 0, 4, 14, 0, 16, 0, 0]","[5, 6, 8, 10, 11, 12, 18]"
993,"[16, 0, 7, 0, 7, 2, 3, 13, 2, 0, 3, 15, 20, 0, 0, 18, 6, 16, 0, 11]","[5, 9, 11, 12, 17, 18]"
994,"[5, 13, 11, 15, 7, 17, 3, 13, 13, 14, 0, 0, 0, 10, 16, 15, 6, 4, 7, 9]","[1, 14, 16, 17, 19, 20]"
995,"[5, 6, 7, 0, 7, 17, 0, 13, 0, 14, 9, 15, 8, 10, 16, 0, 6, 12, 2, 0]","[1, 8, 11, 14, 17, 18, 19]"
996,"[0, 20, 7, 18, 7, 17, 5, 0, 0, 14, 9, 0, 0, 10, 0, 14, 6, 16, 0, 0]","[7, 10, 11, 17, 18]"
997,"[16, 19, 7, 0, 0, 17, 19, 0, 0, 0, 20, 18, 8, 16, 0, 0, 6, 12, 0, 9]","[2, 3, 6, 12, 13, 14]"
998,"[0, 6, 11, 0, 7, 2, 0, 0, 11, 14, 0, 15, 9, 4, 4, 18, 0, 12, 0, 0]","[2, 5, 9, 12, 14]"
999,"[5, 19, 0, 15, 1, 17, 3, 13, 2, 14, 0, 15, 8, 0, 16, 1, 0, 0, 7, 0]","[5, 6, 7, 10, 13, 15]"
1000,"[16, 9, 11, 15, 7, 17, 0, 0, 20, 0, 0, 0, 9, 16, 12, 0, 0, 16, 7, 13]","[6, 18, 19, 20]"
1001,"[16, 20, 7, 0, 0, 0, 19, 13, 0, 14, 0, 0, 2, 0, 0, 15, 0, 12, 0, 0]","[7, 13, 16, 18]"
1002,"[0, 9, 0, 18, 0, 0, 0, 0, 0, 14, 9, 18, 8, 4, 0, 0, 0, 0, 7, 0]","[12, 13, 14, 19]"
1003,"[5, 13, 7, 15, 0, 0, 5, 0, 11, 14, 0, 15, 0, 10, 16, 18, 6, 12, 7, 0]","[1, 4, 9, 14, 17, 18, 19]"
1004,"[0, 20, 7, 18, 0, 2, 3, 13, 11, 14, 20, 18, 0, 0, 16, 15, 6, 16, 0, 2]","[3, 8, 10, 11, 12, 15, 17]"
1005,"[5, 19, 11, 15, 1, 17, 5, 13, 13, 0, 20, 18, 9, 10, 0, 0, 0, 4, 0, 11]","[6, 7, 8, 11, 12, 14]"
1006,"[0, 9, 0, 18, 1, 0, 19, 13, 20, 0, 20, 0, 2, 4, 12, 4, 6, 16, 0, 9]","[4, 5, 7, 8, 11, 15, 17]"
1007,"[0, 9, 11, 15, 0, 0, 0, 0, 0, 14, 0, 15, 0, 16, 4, 15, 0, 12, 7, 13]","[16, 18, 19, 20]"
1008,"[5, 0, 0, 0, 1, 0, 0, 13, 2, 14, 3, 0, 0, 10, 12, 18, 6, 16, 7, 0]","[1, 8, 11, 14, 15, 16, 17, 19]"
1009,"[16, 20, 0, 15, 1, 2, 0, 0, 11, 14, 9, 18, 8, 4, 0, 14, 0, 16, 0, 13]","[5, 9, 12, 13, 14]"
1010,"[0, 0, 0, 0, 1, 2, 5, 0, 13, 14, 0, 15, 9, 10, 12, 18, 6, 16, 2, 11]","[7, 14, 15, 16, 17, 20]"
1011,"[0, 0, 0, 18, 1, 17, 0, 0, 2, 0, 9, 0, 0, 0, 0, 15, 6, 4, 2, 2]","[5, 11, 17, 18, 19]"
1012,"[0, 13, 11, 16, 7, 0, 3, 13, 20, 0, 3, 0, 0, 16, 0, 0, 6, 12, 0, 0]","[5, 8, 11, 17, 18]"
1013,"[0, 20, 11, 16, 1, 2, 19, 13, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 2, 2]","[3, 5, 6, 7, 8, 18]"
1014,"[5, 20, 0, 0, 1, 0, 3, 0, 13, 0, 0, 18, 2, 0, 16, 0, 6, 0, 0, 0]","[5, 7, 12, 13, 15, 17]"
1015,"[16, 13, 0, 18, 0, 17, 19, 13, 2, 14, 9, 18, 0, 10, 16, 0, 6, 0, 0, 13]","[7, 8, 10, 11, 12, 15, 17]"
1016,"[0, 19, 0, 0, 1, 0, 0, 13, 0, 14, 20, 0, 20, 10, 0, 0, 0, 16, 7, 0]","[8, 10, 11, 18, 19]"
1017,"[0, 19, 0, 16, 0, 0, 3, 13, 2, 14, 9, 0, 2, 16, 0, 14, 6, 12, 2, 2]","[8, 11, 16, 17, 18, 19]"
1018,"[16, 20, 7, 14, 0, 0, 0, 13, 2, 14, 0, 0, 8, 0, 4, 1, 6, 12, 2, 2]","[8, 16, 17, 18, 19]"
1019,"[16, 19, 7, 15, 1, 0, 0, 0, 2, 14, 3, 15, 8, 4, 12, 4, 0, 0, 7, 0]","[2, 5, 11, 12, 13, 14]"
1020,"[5, 6, 7, 18, 7, 17, 0, 13, 11, 14, 9, 0, 8, 0, 12, 0, 6, 12, 7, 0]","[1, 9, 10, 13, 17, 18, 19]"
1021,"[5, 6, 7, 0, 7, 2, 3, 0, 20, 0, 3, 18, 9, 0, 16, 1, 0, 12, 7, 0]","[5, 6, 11, 12, 15]"
1022,"[5, 0, 0, 18, 1, 17, 3, 0, 13, 14, 3, 15, 9, 16, 16, 0, 6, 0, 7, 11]","[1, 9, 10, 11, 12, 17, 19]"
1023,"[0, 20, 0, 14, 0, 0, 0, 13, 13, 14, 3, 18, 20, 0, 12, 15, 0, 16, 0, 0]","[9, 10, 11, 18]"
1024,"[0, 0, 0, 15, 1, 17, 0, 0, 2, 0, 20, 0, 2, 0, 0, 0, 0, 0, 2, 0]","[4, 5, 11, 19]"
1025,"[5, 20, 0, 16, 0, 0, 0, 13, 2, 14, 20, 15, 8, 4, 16, 0, 0, 0, 0, 13]","[1, 8, 11, 12, 14]"
1026,"[16, 0, 0, 0, 0, 17, 19, 13, 0, 0, 20, 0, 8, 16, 0, 0, 0, 16, 7, 9]","[6, 8, 11, 18, 19]"
1027,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 0, 0, 4, 0, 0, 12, 0, 9]","[1, 12, 15, 20]"
1028,"[0, 0, 11, 0, 7, 0, 3, 13, 11, 14, 9, 15, 9, 10, 12, 14, 0, 4, 2, 0]","[8, 10, 11, 12, 18, 19]"
1029,"[16, 6, 0, 0, 1, 2, 3, 13, 0, 14, 0, 18, 2, 0, 4, 0, 6, 12, 0, 0]","[5, 7, 10, 12, 13, 15, 17]"
1030,"[16, 0, 7, 0, 1, 0, 0, 13, 0, 14, 0, 18, 9, 16, 12, 0, 6, 0, 7, 9]","[1, 10, 12, 17, 19, 20]"
1031,"[16, 0, 0, 0, 1, 17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 13]","[6, 7, 16, 20]"
1032,"[16, 19, 7, 14, 1, 0, 3, 13, 20, 0, 9, 18, 2, 16, 0, 18, 0, 0, 7, 0]","[8, 11, 12, 14, 19]"
1033,"[16, 19, 11, 0, 0, 2, 0, 0, 20, 14, 20, 0, 2, 4, 0, 4, 6, 12, 0, 9]","[3, 10, 13, 17, 18]"
1034,"[0, 0, 7, 0, 0, 2, 0, 13, 13, 14, 3, 0, 20, 0, 4, 0, 6, 0, 2, 13]","[8, 10, 11, 15, 17, 19]"
1035,"[0, 20, 7, 0, 1, 0, 19, 0, 13, 14, 9, 18, 2, 10, 12, 0, 6, 16, 7, 9]","[5, 7, 14, 15, 17, 20]"
1036,"[5, 13, 0, 14, 0, 0, 5, 13, 2, 14, 9, 18, 9, 4, 0, 15, 0, 16, 0, 13]","[7, 8, 11, 12, 14]"
1037,"[0, 9, 11, 15, 0, 0, 5, 0, 13, 14, 0, 0, 2, 16, 12, 18, 6, 12, 2, 9]","[3, 7, 15, 16, 17, 19]"
1038,"[0, 9, 11, 15, 0, 17, 5, 13, 2, 0, 3, 15, 20, 10, 4, 14, 6, 4, 0, 11]","[3, 7, 12, 13, 17, 18]"
1039,"[5, 19, 11, 0, 7, 0, 3, 13, 0, 14, 3, 15, 8, 16, 4, 0, 6, 4, 0, 11]","[7, 10, 12, 13, 17, 18, 20]"
